id,height,weight,age,birthday,longitude,latitude,wkt,location,address
30120,164,70,28,1988/12/10,121.723038,24.736459,POINT (121.723038 24.736459),Yilan,"Yilan, T'ai-wan"
30121,181,81,27,1989/11/21,120.708695,23.717803,POINT (120.708695 23.717803),Lugu,"Lugu, T'ai-wan"
30122,164,83,26,1990/03/26,120.683211,24.109586,POINT (120.683211 24.109586),Taichung,"Taichung, T'ai-wan"
30123,176,60,32,1984/06/17,120.968260,23.952658,POINT (120.968260 23.952658),Buli,"Buli, T'ai-wan"
30124,184,63,46,1970/02/01,120.237559,22.917831,POINT (120.237559 22.917831),Tainan,"Tainan, T'ai-wan"
30125,180,80,36,1980/11/14,120.958719,24.861935,POINT (120.958719 24.861935),Hsinchu,"Hsinchu, T'ai-wan"
30126,163,54,30,1986/02/14,120.657293,24.192617,POINT (120.657293 24.192617),Taichung,"Taichung, T'ai-wan"
30127,163,83,38,1978/02/16,121.507966,25.029071,POINT (121.507966 25.029071),Taipei,"Taipei, T'ai-wan"
30128,184,76,35,1981/05/06,120.691782,24.120533,POINT (120.691782 24.120533),Taichung,"Taichung, T'ai-wan"
30129,173,48,41,1975/07/10,120.371536,22.634405,POINT (120.371536 22.634405),Kaohsiung,"Kaohsiung, Kao-hsiung"
30130,166,83,49,1967/03/11,121.242134,24.936192,POINT (121.242134 24.936192),Taoyuan City,"Taoyuan City, T'ai-wan"
30131,165,99,43,1973/06/08,138.538269,-34.090993,POINT (138.538269 -34.090993),Adelaide,"Adelaide, South Australia"
30132,166,90,33,1983/04/09,120.994939,23.991848,POINT (120.994939 23.991848),Buli,"Buli, T'ai-wan"
30133,173,74,46,1970/06/23,120.425023,23.492972,POINT (120.425023 23.492972),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30139,185,75,34,1982/10/27,121.427587,25.042807,POINT (121.427587 25.042807),Banqiao,"Banqiao, T'ai-pei"
30140,181,50,31,1985/06/18,121.510641,25.010693,POINT (121.510641 25.010693),Taipei,"Taipei, T'ai-wan"
30141,171,71,24,1992/11/01,120.615215,24.163422,POINT (120.615215 24.163422),Taichung,"Taichung, T'ai-wan"
30142,154,61,49,1967/07/09,120.992105,24.892514,POINT (120.992105 24.892514),Hsinchu,"Hsinchu, T'ai-wan"
30143,182,83,44,1972/10/17,121.524406,25.024670,POINT (121.524406 25.024670),Taipei,"Taipei, T'ai-wan"
30144,179,64,21,1995/09/17,121.523420,25.053358,POINT (121.523420 25.053358),Taipei,"Taipei, T'ai-wan"
30145,167,67,30,1986/11/19,120.787328,22.045827,POINT (120.787328 22.045827),Hengchun,"Hengchun, T'ai-wan"
30146,179,45,46,1970/07/05,121.549655,25.000982,POINT (121.549655 25.000982),Taipei,"Taipei, T'ai-wan"
30147,174,51,40,1976/04/11,121.239943,24.965202,POINT (121.239943 24.965202),Taoyuan City,"Taoyuan City, T'ai-wan"
30148,179,86,25,1991/04/23,121.567275,25.057474,POINT (121.567275 25.057474),Taipei,"Taipei, T'ai-wan"
30149,155,55,43,1973/01/03,120.254029,22.965835,POINT (120.254029 22.965835),Tainan,"Tainan, T'ai-wan"
30150,160,60,31,1985/09/10,9.680208,59.140285,POINT (9.680208 59.140285),Porsgrunn,"Porsgrunn, Telemark"
30151,164,90,41,1975/11/26,119.511289,23.507863,POINT (119.511289 23.507863),Ma-kung,"Ma-kung, T'ai-wan"
30152,184,96,36,1980/01/12,120.717658,24.255134,POINT (120.717658 24.255134),Fengyuan,"Fengyuan, T'ai-wan"
30153,160,67,26,1990/11/07,120.357088,22.629642,POINT (120.357088 22.629642),Kaohsiung,"Kaohsiung, Kao-hsiung"
30154,185,61,31,1985/07/04,134.902642,34.727166,POINT (134.902642 34.727166),Miki,"Miki, Hyogo"
30155,184,64,19,1997/12/09,120.688006,23.914470,POINT (120.688006 23.914470),Nantou,"Nantou, T'ai-wan"
30156,153,77,44,1972/08/16,120.567166,24.035602,POINT (120.567166 24.035602),Chang-hua,"Chang-hua, T'ai-wan"
30157,182,75,44,1972/06/04,120.318345,22.665405,POINT (120.318345 22.665405),Fengshan,"Fengshan, T'ai-wan"
30158,173,100,33,1983/07/13,120.484316,23.494265,POINT (120.484316 23.494265),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30159,151,76,44,1972/08/25,121.587799,25.033961,POINT (121.587799 25.033961),Taipei,"Taipei, T'ai-wan"
30160,179,66,34,1982/02/13,121.577251,25.084603,POINT (121.577251 25.084603),Taipei,"Taipei, T'ai-wan"
30161,182,65,33,1983/10/15,121.567184,25.033592,POINT (121.567184 25.033592),Taipei,"Taipei, T'ai-wan"
30162,178,60,19,1997/12/23,121.431429,25.004816,POINT (121.431429 25.004816),Banqiao,"Banqiao, T'ai-pei"
30163,179,51,20,1996/02/11,121.425424,25.064081,POINT (121.425424 25.064081),Banqiao,"Banqiao, T'ai-pei"
30164,181,74,26,1990/02/15,121.794345,25.164271,POINT (121.794345 25.164271),Keelung,"Keelung, T'ai-wan"
30165,175,78,32,1984/04/01,120.716601,24.280474,POINT (120.716601 24.280474),Fengyuan,"Fengyuan, T'ai-wan"
30166,176,73,24,1992/02/14,120.255194,22.915010,POINT (120.255194 22.915010),Tainan,"Tainan, T'ai-wan"
30167,175,68,48,1968/05/14,120.626217,24.139553,POINT (120.626217 24.139553),Taichung,"Taichung, T'ai-wan"
30168,177,52,37,1979/10/24,121.701051,24.781408,POINT (121.701051 24.781408),Yilan,"Yilan, T'ai-wan"
30169,183,72,40,1976/04/14,120.306538,23.388035,POINT (120.306538 23.388035),Xinying,"Xinying, T'ai-wan"
30170,176,76,42,1974/01/22,121.483673,25.038225,POINT (121.483673 25.038225),Banqiao,"Banqiao, T'ai-pei"
30171,175,64,29,1987/04/18,121.507811,25.058422,POINT (121.507811 25.058422),Taipei,"Taipei, T'ai-wan"
30172,160,75,37,1979/08/08,121.281836,24.932593,POINT (121.281836 24.932593),Taoyuan City,"Taoyuan City, T'ai-wan"
30173,158,56,40,1976/11/12,120.277484,22.994265,POINT (120.277484 22.994265),Tainan,"Tainan, T'ai-wan"
30174,173,67,43,1973/05/21,121.462581,25.070342,POINT (121.462581 25.070342),Banqiao,"Banqiao, T'ai-pei"
30175,165,85,36,1980/08/20,121.556734,25.056019,POINT (121.556734 25.056019),Taipei,"Taipei, T'ai-wan"
30176,163,84,35,1981/01/01,121.446570,25.068675,POINT (121.446570 25.068675),Banqiao,"Banqiao, T'ai-pei"
30177,168,97,37,1979/07/01,121.481147,25.013991,POINT (121.481147 25.013991),Banqiao,"Banqiao, T'ai-pei"
30178,173,48,36,1980/10/11,121.528530,25.051592,POINT (121.528530 25.051592),Taipei,"Taipei, T'ai-wan"
30179,163,47,31,1985/02/01,120.619051,24.117788,POINT (120.619051 24.117788),Taichung,"Taichung, T'ai-wan"
30180,171,85,24,1992/11/10,121.534898,25.065046,POINT (121.534898 25.065046),Taipei,"Taipei, T'ai-wan"
30181,161,86,25,1991/07/18,120.567212,24.083742,POINT (120.567212 24.083742),Chang-hua,"Chang-hua, T'ai-wan"
30182,180,76,28,1988/08/10,120.214238,22.983512,POINT (120.214238 22.983512),Tainan,"Tainan, T'ai-wan"
30183,168,89,38,1978/07/28,3.090275,50.600616,POINT (3.090275 50.600616),Lille,"Lille, Nord-Pas-de-Calais"
30184,184,65,50,1966/07/20,121.208724,24.834897,POINT (121.208724 24.834897),Daxi,"Daxi, T'ai-wan"
30185,180,46,50,1966/01/11,121.560984,25.013174,POINT (121.560984 25.013174),Taipei,"Taipei, T'ai-wan"
30186,162,57,39,1977/05/18,120.836131,24.502422,POINT (120.836131 24.502422),Miaoli,"Miaoli, T'ai-wan"
30187,177,61,21,1995/10/23,120.696663,24.154429,POINT (120.696663 24.154429),Taichung,"Taichung, T'ai-wan"
30188,156,76,35,1981/05/28,121.419949,25.047124,POINT (121.419949 25.047124),Banqiao,"Banqiao, T'ai-pei"
30189,156,69,38,1978/01/26,103.846546,1.229157,POINT (103.846546 1.229157),Singapore,"Singapore, Singapore"
30190,162,65,49,1967/07/23,120.994653,24.877093,POINT (120.994653 24.877093),Hsinchu,"Hsinchu, T'ai-wan"
30191,172,100,38,1978/03/28,120.365202,23.419435,POINT (120.365202 23.419435),Taibao,"Taibao, T'ai-wan"
30192,161,81,42,1974/11/22,120.215128,22.975578,POINT (120.215128 22.975578),Tainan,"Tainan, T'ai-wan"
30193,157,69,35,1981/09/21,121.201418,24.824908,POINT (121.201418 24.824908),Daxi,"Daxi, T'ai-wan"
30194,170,75,28,1988/02/21,120.551807,24.092060,POINT (120.551807 24.092060),Chang-hua,"Chang-hua, T'ai-wan"
30195,166,81,35,1981/08/16,120.871622,24.599641,POINT (120.871622 24.599641),Miaoli,"Miaoli, T'ai-wan"
30196,172,79,49,1967/12/20,121.505142,25.052857,POINT (121.505142 25.052857),Taipei,"Taipei, T'ai-wan"
30197,164,95,38,1978/09/25,120.571850,24.057379,POINT (120.571850 24.057379),Chang-hua,"Chang-hua, T'ai-wan"
30198,163,92,44,1972/03/19,120.947496,24.826594,POINT (120.947496 24.826594),Hsinchu,"Hsinchu, T'ai-wan"
30199,162,93,40,1976/08/05,121.577273,25.096776,POINT (121.577273 25.096776),Taipei,"Taipei, T'ai-wan"
30200,185,77,47,1969/08/08,120.317826,22.608143,POINT (120.317826 22.608143),Kaohsiung,"Kaohsiung, Kao-hsiung"
30202,181,61,47,1969/01/23,121.518018,25.038036,POINT (121.518018 25.038036),Taipei,"Taipei, T'ai-wan"
30203,150,79,24,1992/11/28,-117.197147,33.630530,POINT (-117.197147 33.630530),Irvine,"Irvine, California"
30204,152,46,45,1971/08/11,120.622205,24.118996,POINT (120.622205 24.118996),Taichung,"Taichung, T'ai-wan"
30205,176,81,22,1994/06/20,121.439733,25.077067,POINT (121.439733 25.077067),Banqiao,"Banqiao, T'ai-pei"
30206,164,93,47,1969/07/27,121.569962,25.031033,POINT (121.569962 25.031033),Taipei,"Taipei, T'ai-wan"
30207,174,60,21,1995/05/15,120.936700,24.863920,POINT (120.936700 24.863920),Hsinchu,"Hsinchu, T'ai-wan"
30208,164,72,19,1997/08/03,121.461692,25.050576,POINT (121.461692 25.050576),Banqiao,"Banqiao, T'ai-pei"
30209,165,88,50,1966/03/07,121.554269,25.047498,POINT (121.554269 25.047498),Taipei,"Taipei, T'ai-wan"
30210,160,65,36,1980/07/10,127.091999,37.207267,POINT (127.091999 37.207267),Suwon,"Suwon, Gyeonggi"
30211,152,52,31,1985/09/18,120.339850,22.697418,POINT (120.339850 22.697418),Fengshan,"Fengshan, T'ai-wan"
30213,178,92,19,1997/08/17,121.267947,24.941653,POINT (121.267947 24.941653),Taoyuan City,"Taoyuan City, T'ai-wan"
30214,165,75,34,1982/11/07,120.265885,22.981319,POINT (120.265885 22.981319),Tainan,"Tainan, T'ai-wan"
30215,172,64,42,1974/02/25,121.445303,25.077574,POINT (121.445303 25.077574),Banqiao,"Banqiao, T'ai-pei"
30216,178,77,28,1988/11/12,120.522973,24.052933,POINT (120.522973 24.052933),Chang-hua,"Chang-hua, T'ai-wan"
30217,165,79,33,1983/01/26,120.359581,22.619611,POINT (120.359581 22.619611),Kaohsiung,"Kaohsiung, Kao-hsiung"
30218,169,46,47,1969/06/05,121.268937,24.973456,POINT (121.268937 24.973456),Taoyuan City,"Taoyuan City, T'ai-wan"
30219,175,73,36,1980/01/04,120.884195,24.509738,POINT (120.884195 24.509738),Miaoli,"Miaoli, T'ai-wan"
30220,182,61,27,1989/12/12,120.994383,24.838965,POINT (120.994383 24.838965),Hsinchu,"Hsinchu, T'ai-wan"
30221,165,68,44,1972/10/10,121.567100,25.005768,POINT (121.567100 25.005768),Taipei,"Taipei, T'ai-wan"
30222,177,54,26,1990/04/06,120.282199,22.930939,POINT (120.282199 22.930939),Tainan,"Tainan, T'ai-wan"
30223,160,57,23,1993/02/19,120.775127,22.052387,POINT (120.775127 22.052387),Hengchun,"Hengchun, T'ai-wan"
30224,163,64,27,1989/12/06,121.508695,25.063814,POINT (121.508695 25.063814),Taipei,"Taipei, T'ai-wan"
30225,184,52,18,1998/12/22,120.374564,22.663967,POINT (120.374564 22.663967),Fengshan,"Fengshan, T'ai-wan"
30226,176,63,49,1967/06/14,121.752143,24.783020,POINT (121.752143 24.783020),Yilan,"Yilan, T'ai-wan"
30227,159,68,29,1987/11/12,121.438367,25.047678,POINT (121.438367 25.047678),Banqiao,"Banqiao, T'ai-pei"
30228,152,61,43,1973/05/17,120.524827,24.051684,POINT (120.524827 24.051684),Chang-hua,"Chang-hua, T'ai-wan"
30229,158,53,44,1972/01/10,121.418530,25.068476,POINT (121.418530 25.068476),Banqiao,"Banqiao, T'ai-pei"
30230,173,55,35,1981/05/12,121.568570,25.066366,POINT (121.568570 25.066366),Taipei,"Taipei, T'ai-wan"
30231,175,64,36,1980/01/28,121.535459,25.060415,POINT (121.535459 25.060415),Taipei,"Taipei, T'ai-wan"
30232,168,75,31,1985/12/23,121.576037,25.060657,POINT (121.576037 25.060657),Taipei,"Taipei, T'ai-wan"
30233,173,80,21,1995/04/04,120.960819,24.828381,POINT (120.960819 24.828381),Hsinchu,"Hsinchu, T'ai-wan"
30234,169,62,22,1994/02/22,120.656503,24.117276,POINT (120.656503 24.117276),Taichung,"Taichung, T'ai-wan"
30235,181,80,24,1992/02/28,121.735588,24.750698,POINT (121.735588 24.750698),Yilan,"Yilan, T'ai-wan"
30236,170,83,35,1981/09/05,121.535370,25.098727,POINT (121.535370 25.098727),Taipei,"Taipei, T'ai-wan"
30237,180,90,36,1980/08/05,121.455275,25.014583,POINT (121.455275 25.014583),Banqiao,"Banqiao, T'ai-pei"
30238,182,70,24,1992/04/25,121.549418,25.098815,POINT (121.549418 25.098815),Taipei,"Taipei, T'ai-wan"
30239,160,97,21,1995/04/22,115.290023,-8.387359,POINT (115.290023 -8.387359),Denpasar,"Denpasar, Bali"
30240,160,45,37,1979/07/06,120.501495,24.032825,POINT (120.501495 24.032825),Chang-hua,"Chang-hua, T'ai-wan"
30241,168,49,38,1978/06/27,121.589305,25.092096,POINT (121.589305 25.092096),Taipei,"Taipei, T'ai-wan"
