"id","height","weight","age","birthday","longitude","latitude","wkt","location","address"
30111,182,46,50,"1966/04/16",126.322582,25.478519,"POINT (126.322582 25.478519)","Taipei","Taipei, T'ai-wan"
30112,175,83,42,"1974/01/04",123.135541,28.163984,"POINT (123.135541 28.163984)","Kaohsiung","Kaohsiung, Kao-hsiung"
30113,172,66,49,"1967/08/12",126.326753,25.478041,"POINT (126.326753 25.478041)","Taipei","Taipei, T'ai-wan"
30114,184,67,18,"1998/12/20",123.975899,32.837105,"POINT (123.975899 32.837105)","Daxi","Daxi, T'ai-wan"
30115,173,75,38,"1978/02/18",125.677285,25.143425,"POINT (125.677285 25.143425)","Banqiao","Banqiao, T'ai-pei"
30116,157,62,23,"1993/05/21",128.536305,31.572237,"POINT (128.536305 31.572237)","Yilan","Yilan, T'ai-wan"
30117,172,61,47,"1969/10/04",123.97013,33.937056,"POINT (123.970130 33.937056)","Taoyuan City","Taoyuan City, T'ai-wan"
30118,158,51,38,"1978/02/08",125.675036,25.143492,"POINT (125.675036 25.143492)","Banqiao","Banqiao, T'ai-pei"
30119,168,58,19,"1997/12/19",126.323168,25.478149,"POINT (126.323168 25.478149)","Taipei","Taipei, T'ai-wan"
30120,165,68,43,"1973/03/21",128.536503,31.578644,"POINT (128.536503 31.578644)","Yilan","Yilan, T'ai-wan"
30121,185,85,42,"1974/10/23",127.53731,30.464771,"POINT (127.537310 30.464771)","Lugu","Lugu, T'ai-wan"
30122,183,74,33,"1983/10/04",126.843074,25.469783,"POINT (126.843074 25.469783)","Taichung","Taichung, T'ai-wan"
30123,171,87,18,"1998/11/18",129.71194,32.664962,"POINT (129.711940 32.664962)","Buli","Buli, T'ai-wan"
30124,170,52,48,"1968/01/18",122.132565,31.908457,"POINT (122.132565 31.908457)","Tainan","Tainan, T'ai-wan"
30125,180,81,28,"1988/09/22",129.699674,32.036575,"POINT (129.699674 32.036575)","Hsinchu","Hsinchu, T'ai-wan"
30126,179,61,26,"1990/08/06",126.849401,25.46958,"POINT (126.849401 25.469580)","Taichung","Taichung, T'ai-wan"
30127,175,69,43,"1973/02/21",126.324829,25.47851,"POINT (126.324829 25.478510)","Taipei","Taipei, T'ai-wan"
30128,170,83,29,"1987/05/07",126.8422,25.469217,"POINT (126.842200 25.469217)","Taichung","Taichung, T'ai-wan"
30129,169,50,18,"1998/08/21",123.1346,28.163264,"POINT (123.134600 28.163264)","Kaohsiung","Kaohsiung, Kao-hsiung"
30130,162,93,41,"1975/07/17",123.978688,33.937808,"POINT (123.978688 33.937808)","Taoyuan City","Taoyuan City, T'ai-wan"
30131,161,90,20,"1996/05/17",143.992202,-25.712705,"POINT (143.992202 -25.712705)","Adelaide","Adelaide, South Australia"
30132,166,66,49,"1967/08/02",129.797145,32.664655,"POINT (129.797145 32.664655)","Buli","Buli, T'ai-wan"
30133,159,76,50,"1966/01/10",124.495804,27.792427,"POINT (124.495804 27.792427)","Jiayi Shi","Jiayi Shi, T'ai-wan"
30139,173,66,20,"1996/11/18",125.676791,25.14363,"POINT (125.676791 25.143630)","Banqiao","Banqiao, T'ai-pei"
30140,176,50,41,"1975/04/17",126.320985,25.478439,"POINT (126.320985 25.478439)","Taipei","Taipei, T'ai-wan"
30141,170,91,43,"1973/09/12",126.848765,25.469289,"POINT (126.848765 25.469289)","Taichung","Taichung, T'ai-wan"
30142,177,49,20,"1996/09/10",129.694415,32.036844,"POINT (129.694415 32.036844)","Hsinchu","Hsinchu, T'ai-wan"
30143,168,71,24,"1992/01/12",126.320392,25.478019,"POINT (126.320392 25.478019)","Taipei","Taipei, T'ai-wan"
30144,176,64,36,"1980/02/27",126.320209,25.478799,"POINT (126.320209 25.478799)","Taipei","Taipei, T'ai-wan"
30145,158,80,49,"1967/12/23",127.440557,22.042142,"POINT (127.440557 22.042142)","Hengchun","Hengchun, T'ai-wan"
30146,150,64,19,"1997/07/17",126.328543,25.478276,"POINT (126.328543 25.478276)","Taipei","Taipei, T'ai-wan"
30147,184,64,49,"1967/12/25",123.974406,33.937067,"POINT (123.974406 33.937067)","Taoyuan City","Taoyuan City, T'ai-wan"
30148,167,84,50,"1966/12/01",126.321812,25.478219,"POINT (126.321812 25.478219)","Taipei","Taipei, T'ai-wan"
30149,172,76,24,"1992/06/15",122.133443,31.908467,"POINT (122.133443 31.908467)","Tainan","Tainan, T'ai-wan"
30150,184,97,34,"1982/06/15",15.56187,60.405126,"POINT (15.561870 60.405126)","Porsgrunn","Porsgrunn, Telemark"
30151,174,85,38,"1978/06/21",124.869043,28.654998,"POINT (124.869043 28.654998)","Ma-kung","Ma-kung, T'ai-wan"
30152,185,97,30,"1986/02/17",127.173377,26.580661,"POINT (127.173377 26.580661)","Fengyuan","Fengyuan, T'ai-wan"
30153,169,80,30,"1986/10/25",123.13502,28.163007,"POINT (123.135020 28.163007)","Kaohsiung","Kaohsiung, Kao-hsiung"
30154,166,48,35,"1981/12/16",143.931971,41.93601,"POINT (143.931971 41.936010)","Miki","Miki, Hyogo"
30155,165,61,23,"1993/06/18",126.642014,32.157246,"POINT (126.642014 32.157246)","Nantou","Nantou, T'ai-wan"
30156,174,51,20,"1996/03/18",125.633213,24.733114,"POINT (125.633213 24.733114)","Chang-hua","Chang-hua, T'ai-wan"
30157,170,91,18,"1998/10/10",123.619003,28.266911,"POINT (123.619003 28.266911)","Fengshan","Fengshan, T'ai-wan"
30158,175,93,33,"1983/09/10",124.497253,27.792884,"POINT (124.497253 27.792884)","Jiayi Shi","Jiayi Shi, T'ai-wan"
30159,152,70,18,"1998/03/14",126.32733,25.478541,"POINT (126.327330 25.478541)","Taipei","Taipei, T'ai-wan"
30160,164,62,38,"1978/12/14",126.320007,25.478904,"POINT (126.320007 25.478904)","Taipei","Taipei, T'ai-wan"
30161,180,83,44,"1972/01/24",126.321496,25.478242,"POINT (126.321496 25.478242)","Taipei","Taipei, T'ai-wan"
30162,178,80,27,"1989/06/22",125.676903,25.143144,"POINT (125.676903 25.143144)","Banqiao","Banqiao, T'ai-pei"
30163,151,51,26,"1990/02/13",125.6773,25.143565,"POINT (125.677300 25.143565)","Banqiao","Banqiao, T'ai-pei"
30164,185,49,47,"1969/08/06",128.422847,26.28356,"POINT (128.422847 26.283560)","Keelung","Keelung, T'ai-wan"
30165,161,90,37,"1979/06/18",127.171071,26.598418,"POINT (127.171071 26.598418)","Fengyuan","Fengyuan, T'ai-wan"
30166,152,49,22,"1994/11/03",122.130307,31.908498,"POINT (122.130307 31.908498)","Tainan","Tainan, T'ai-wan"
30167,174,74,33,"1983/05/15",126.842199,25.469529,"POINT (126.842199 25.469529)","Taichung","Taichung, T'ai-wan"
30168,185,76,40,"1976/02/05",128.532171,31.579213,"POINT (128.532171 31.579213)","Yilan","Yilan, T'ai-wan"
30169,183,75,49,"1967/08/17",123.118462,26.069239,"POINT (123.118462 26.069239)","Xinying","Xinying, T'ai-wan"
30170,174,74,18,"1998/09/23",125.672138,25.143503,"POINT (125.672138 25.143503)","Banqiao","Banqiao, T'ai-pei"
30171,165,62,28,"1988/06/07",126.326482,25.478734,"POINT (126.326482 25.478734)","Taipei","Taipei, T'ai-wan"
30172,176,60,20,"1996/12/04",123.976141,33.937324,"POINT (123.976141 33.937324)","Taoyuan City","Taoyuan City, T'ai-wan"
30173,175,49,30,"1986/07/01",122.132118,31.908374,"POINT (122.132118 31.908374)","Tainan","Tainan, T'ai-wan"
30174,160,67,19,"1997/03/07",125.672268,25.143828,"POINT (125.672268 25.143828)","Banqiao","Banqiao, T'ai-pei"
30175,184,97,37,"1979/11/28",126.324691,25.478057,"POINT (126.324691 25.478057)","Taipei","Taipei, T'ai-wan"
30176,182,80,46,"1970/08/17",125.677622,25.143526,"POINT (125.677622 25.143526)","Banqiao","Banqiao, T'ai-pei"
30177,181,61,31,"1985/07/19",125.678707,25.143088,"POINT (125.678707 25.143088)","Banqiao","Banqiao, T'ai-pei"
30178,155,80,29,"1987/08/12",126.322118,25.478029,"POINT (126.322118 25.478029)","Taipei","Taipei, T'ai-wan"
30179,183,62,30,"1986/09/09",126.846872,25.469598,"POINT (126.846872 25.469598)","Taichung","Taichung, T'ai-wan"
30180,162,76,34,"1982/07/16",126.32803,25.478794,"POINT (126.328030 25.478794)","Taipei","Taipei, T'ai-wan"
30181,183,71,48,"1968/01/10",125.631304,24.733219,"POINT (125.631304 24.733219)","Chang-hua","Chang-hua, T'ai-wan"
30182,174,79,45,"1971/12/21",122.133699,31.908814,"POINT (122.133699 31.908814)","Tainan","Tainan, T'ai-wan"
30183,164,82,49,"1967/01/22",3.585869,56.330372,"POINT (3.585869 56.330372)","Lille","Lille, Nord-Pas-de-Calais"
30184,177,88,26,"1990/01/14",123.96432,32.837458,"POINT (123.964320 32.837458)","Daxi","Daxi, T'ai-wan"
30185,172,68,47,"1969/11/19",126.320178,25.47883,"POINT (126.320178 25.478830)","Taipei","Taipei, T'ai-wan"
30186,165,68,34,"1982/06/04",128.247796,29.643282,"POINT (128.247796 29.643282)","Miaoli","Miaoli, T'ai-wan"
30187,184,67,40,"1976/10/01",126.84042,25.469431,"POINT (126.840420 25.469431)","Taichung","Taichung, T'ai-wan"
30188,173,61,20,"1996/10/28",125.672982,25.1431,"POINT (125.672982 25.143100)","Banqiao","Banqiao, T'ai-pei"
30189,150,53,49,"1967/07/16",111.534048,3.896782,"POINT (111.534048 3.896782)","Singapore","Singapore, Singapore"
30190,183,58,39,"1977/03/19",129.691555,32.036413,"POINT (129.691555 32.036413)","Hsinchu","Hsinchu, T'ai-wan"
30191,163,100,23,"1993/08/14",123.325453,27.594191,"POINT (123.325453 27.594191)","Taibao","Taibao, T'ai-wan"
30192,160,99,23,"1993/10/18",122.139639,31.908813,"POINT (122.139639 31.908813)","Tainan","Tainan, T'ai-wan"
30193,185,47,45,"1971/02/07",123.967479,32.837492,"POINT (123.967479 32.837492)","Daxi","Daxi, T'ai-wan"
30194,183,67,32,"1984/01/15",125.63966,24.733138,"POINT (125.639660 24.733138)","Chang-hua","Chang-hua, T'ai-wan"
30195,162,100,49,"1967/03/23",128.242542,29.64376,"POINT (128.242542 29.643760)","Miaoli","Miaoli, T'ai-wan"
30196,183,73,26,"1990/05/16",126.323304,25.478479,"POINT (126.323304 25.478479)","Taipei","Taipei, T'ai-wan"
30197,177,90,20,"1996/09/09",125.638643,24.733241,"POINT (125.638643 24.733241)","Chang-hua","Chang-hua, T'ai-wan"
30198,175,87,22,"1994/12/25",129.699478,32.036888,"POINT (129.699478 32.036888)","Hsinchu","Hsinchu, T'ai-wan"
30199,176,76,20,"1996/10/07",126.321375,25.47818,"POINT (126.321375 25.478180)","Taipei","Taipei, T'ai-wan"
30200,165,62,47,"1969/12/03",123.131284,28.163543,"POINT (123.131284 28.163543)","Kaohsiung","Kaohsiung, Kao-hsiung"
30202,154,68,37,"1979/09/13",126.320612,25.478383,"POINT (126.320612 25.478383)","Taipei","Taipei, T'ai-wan"
30203,160,47,27,"1989/04/19",-109.763378,39.695523,"POINT (-109.763378 39.695523)","Irvine","Irvine, California"
30204,165,77,20,"1996/05/16",126.845089,25.46947,"POINT (126.845089 25.469470)","Taichung","Taichung, T'ai-wan"
30205,172,99,29,"1987/08/28",125.671107,25.143662,"POINT (125.671107 25.143662)","Banqiao","Banqiao, T'ai-pei"
30206,169,75,30,"1986/02/28",126.325623,25.478422,"POINT (126.325623 25.478422)","Taipei","Taipei, T'ai-wan"
30207,170,70,43,"1973/03/16",129.696799,32.036253,"POINT (129.696799 32.036253)","Hsinchu","Hsinchu, T'ai-wan"
30208,176,81,24,"1992/01/10",125.670181,25.143564,"POINT (125.670181 25.143564)","Banqiao","Banqiao, T'ai-pei"
30209,162,80,46,"1970/08/26",126.327409,25.478522,"POINT (126.327409 25.478522)","Taipei","Taipei, T'ai-wan"
30210,178,88,22,"1994/04/26",127.170725,39.667978,"POINT (127.170725 39.667978)","Suwon","Suwon, Gyeonggi"
30211,178,54,38,"1978/11/28",123.618973,28.266994,"POINT (123.618973 28.266994)","Fengshan","Fengshan, T'ai-wan"
30213,172,83,42,"1974/09/05",123.970157,33.937499,"POINT (123.970157 33.937499)","Taoyuan City","Taoyuan City, T'ai-wan"
30214,173,68,46,"1970/08/20",122.134685,31.908247,"POINT (122.134685 31.908247)","Tainan","Tainan, T'ai-wan"
30215,162,71,33,"1983/07/13",125.678292,25.143029,"POINT (125.678292 25.143029)","Banqiao","Banqiao, T'ai-pei"
30216,175,95,28,"1988/10/07",125.631426,24.733303,"POINT (125.631426 24.733303)","Chang-hua","Chang-hua, T'ai-wan"
30217,172,87,49,"1967/01/17",123.134974,28.16371,"POINT (123.134974 28.163710)","Kaohsiung","Kaohsiung, Kao-hsiung"
30218,156,68,35,"1981/07/15",123.974221,33.937845,"POINT (123.974221 33.937845)","Taoyuan City","Taoyuan City, T'ai-wan"
30219,164,62,48,"1968/08/18",128.249903,29.643143,"POINT (128.249903 29.643143)","Miaoli","Miaoli, T'ai-wan"
30220,159,57,45,"1971/03/19",129.690642,32.036749,"POINT (129.690642 32.036749)","Hsinchu","Hsinchu, T'ai-wan"
30221,167,100,36,"1980/02/08",126.325709,25.478286,"POINT (126.325709 25.478286)","Taipei","Taipei, T'ai-wan"
30222,165,49,21,"1995/09/03",122.138741,31.908666,"POINT (122.138741 31.908666)","Tainan","Tainan, T'ai-wan"
30223,157,68,27,"1989/06/25",127.448179,22.042281,"POINT (127.448179 22.042281)","Hengchun","Hengchun, T'ai-wan"
30224,184,53,44,"1972/09/14",126.325281,25.478112,"POINT (126.325281 25.478112)","Taipei","Taipei, T'ai-wan"
30225,176,72,44,"1972/03/04",123.612348,28.266222,"POINT (123.612348 28.266222)","Fengshan","Fengshan, T'ai-wan"
30226,166,93,25,"1991/10/13",128.535481,31.576295,"POINT (128.535481 31.576295)","Yilan","Yilan, T'ai-wan"
30227,179,58,44,"1972/01/11",125.670765,25.143946,"POINT (125.670765 25.143946)","Banqiao","Banqiao, T'ai-pei"
30228,157,65,42,"1974/05/16",125.631112,24.733298,"POINT (125.631112 24.733298)","Chang-hua","Chang-hua, T'ai-wan"
30229,167,65,50,"1966/03/13",125.6717,25.143491,"POINT (125.671700 25.143491)","Banqiao","Banqiao, T'ai-pei"
30230,165,76,27,"1989/01/01",126.321558,25.478114,"POINT (126.321558 25.478114)","Taipei","Taipei, T'ai-wan"
30231,180,67,35,"1981/05/11",126.326751,25.478462,"POINT (126.326751 25.478462)","Taipei","Taipei, T'ai-wan"
30232,183,84,40,"1976/04/20",126.329691,25.478243,"POINT (126.329691 25.478243)","Taipei","Taipei, T'ai-wan"
30233,178,75,47,"1969/10/04",129.692498,32.036039,"POINT (129.692498 32.036039)","Hsinchu","Hsinchu, T'ai-wan"
